family,ablation,seed,outcome,success,death,timeout,steps,unlocks,warns,repeat_unlocks,lever_match_rate,false_warn_outcome,bn_epistemic,bn_structural,bn_outcome
deadline_gate,no_unlock_memory,9,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,10,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,11,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,12,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,13,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,14,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,15,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,16,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,17,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,18,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_unlock_memory,19,success,1,0,0,26,1,3,0,0.769,0,25,1,0
deadline_gate,no_perceptual_access,0,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,1,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,2,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,3,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,4,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,5,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,6,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,7,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,8,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,9,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,10,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,11,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,12,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,13,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,14,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,15,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,16,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,17,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,18,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,no_perceptual_access,19,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,0,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,1,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,2,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,3,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,4,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,5,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,6,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,7,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,8,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,9,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,10,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,11,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,12,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,13,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,14,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,15,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,16,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,17,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,18,success,1,0,0,26,1,3,0,1.0,0,25,1,0
deadline_gate,cf_only,19,success,1,0,0,26,1,3,0,1.0,0,25,1,0
