variant,scenario,seed,theta_mode,true_goal,true_theta,nll,sm_acc,goal_acc,entropy,false_comp_mass,pred_goal
legacy_bonus,goal_aligned,0,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,1,k,avoid_blue,safe,0.40096820848628434,0.5877609937939811,0.0,3.3974097232680602,0.5380708063589134,avoid_blue+use_safe
legacy_bonus,goal_aligned,2,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,3,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,4,k,avoid_blue,safe,0.3904275051210933,0.5874891420971897,0.0,3.3975928825409,0.5382372106619119,avoid_blue+use_safe
legacy_bonus,goal_aligned,5,k,avoid_blue,safe,0.36315203168105437,0.5731990788535191,0.0,3.5071219805017013,0.5338771828271855,avoid_blue+use_safe
legacy_bonus,goal_aligned,6,k,avoid_blue,safe,0.38093705961609975,0.5869770028021875,0.0,3.398419211696449,0.5384563140411909,avoid_blue+use_safe
legacy_bonus,goal_aligned,7,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,8,k,avoid_blue,safe,0.40096820848628434,0.5877609937939811,0.0,3.3974097232680602,0.5380708063589134,avoid_blue+use_safe
legacy_bonus,goal_aligned,9,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,10,k,avoid_blue,safe,0.5773173400755448,0.536496570626897,0.0,3.3949933113491095,0.5328190968797757,reach_fast
legacy_bonus,goal_aligned,11,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,12,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,13,k,avoid_blue,safe,0.36315203168105437,0.5731990788535191,0.0,3.5071219805017013,0.5338771828271855,avoid_blue+use_safe
legacy_bonus,goal_aligned,14,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,15,k,avoid_blue,safe,0.36315203168105437,0.5731990788535191,0.0,3.5071219805017013,0.5338771828271855,avoid_blue+use_safe
legacy_bonus,goal_aligned,16,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,17,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,18,k,avoid_blue,safe,0.38093705961609975,0.5869770028021875,0.0,3.398419211696449,0.5384563140411909,avoid_blue+use_safe
legacy_bonus,goal_aligned,19,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,20,k,avoid_blue,safe,0.3711138136507833,0.585701484255219,0.0,3.405934432343069,0.5389400069420263,avoid_blue+use_safe
legacy_bonus,goal_aligned,21,k,avoid_blue,safe,0.5462636927999938,0.5402812849571587,0.0,3.3167015233522044,0.5377478155657266,reach_fast
legacy_bonus,goal_aligned,22,k,avoid_blue,safe,0.37741632946531445,0.586657322686325,0.0,3.3993912645556534,0.5385713237279603,avoid_blue+use_safe
legacy_bonus,goal_aligned,23,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,24,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,25,k,avoid_blue,safe,0.37418517844263216,0.5862589413151456,0.0,3.4013281821365577,0.5387235733151701,avoid_blue+use_safe
legacy_bonus,goal_aligned,26,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,27,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_aligned,28,k,avoid_blue,safe,0.3711138136507833,0.585701484255219,0.0,3.405934432343069,0.5389400069420263,avoid_blue+use_safe
legacy_bonus,goal_aligned,29,k,avoid_blue,safe,0.16636880854197225,0.6054978731803824,0.0,3.3211845065973704,0.5241142834955794,use_safe
legacy_bonus,goal_conflict,0,k,collect_red+avoid_blue,safe,0.6583201160915797,0.4383358347336297,0.0,3.534838016491857,0.4204533017955068,reach_fast+avoid_blue
legacy_bonus,goal_conflict,1,k,collect_red+avoid_blue,safe,0.664099654272402,0.43574327940055435,0.0,3.5183150068985443,0.42361961304042356,reach_fast+avoid_blue
legacy_bonus,goal_conflict,2,k,collect_red+avoid_blue,safe,0.4329482939631576,0.3911321129991805,0.0,3.205083965963806,0.4215456401939803,use_safe
legacy_bonus,goal_conflict,3,k,collect_red+avoid_blue,safe,0.27363139743127046,0.37093240730269733,0.0,2.8925289213099585,0.41200288806082624,use_safe
legacy_bonus,goal_conflict,4,k,collect_red+avoid_blue,safe,0.6634648597742496,0.43578428805565705,0.0,3.522141539162578,0.4231901981831453,reach_fast+avoid_blue
legacy_bonus,goal_conflict,5,k,collect_red+avoid_blue,safe,0.4272874184351293,0.3941895509692534,0.0,3.2779949081338438,0.41901810620765023,use_safe
legacy_bonus,goal_conflict,6,k,collect_red+avoid_blue,safe,0.43200567355372266,0.39153199376193276,0.0,3.2108665033404886,0.42164883648423246,use_safe
legacy_bonus,goal_conflict,7,k,collect_red+avoid_blue,safe,0.662946507955745,0.43671270633030096,0.0,3.518936008249844,0.4231255554299256,reach_fast+avoid_blue
legacy_bonus,goal_conflict,8,k,collect_red+avoid_blue,safe,0.5641892277211856,0.41313649852880574,0.0,3.4253560283131246,0.4272277538975272,use_safe
legacy_bonus,goal_conflict,9,k,collect_red+avoid_blue,safe,0.7306228020943613,0.4549424787643801,0.0,3.4894814343233076,0.4024019582217843,collect_red+use_safe
legacy_bonus,goal_conflict,10,k,collect_red+avoid_blue,safe,0.7316746162614759,0.4553960059657228,0.0,3.485145940718814,0.40197600846223874,collect_red+use_safe
legacy_bonus,goal_conflict,11,k,collect_red+avoid_blue,safe,0.5589652043285462,0.41557846334406606,0.0,3.455704145432648,0.4260218060150698,use_safe
legacy_bonus,goal_conflict,12,k,collect_red+avoid_blue,safe,0.6571113348632075,0.4390937382021171,0.0,3.558549789868376,0.41651216050604334,reach_fast+avoid_blue
legacy_bonus,goal_conflict,13,k,collect_red+avoid_blue,safe,0.7806245097817877,0.4772823566796199,0.0,3.1813361584869364,0.314193679295985,collect_red
legacy_bonus,goal_conflict,14,k,collect_red+avoid_blue,safe,0.5639106203857331,0.41237225800646393,0.0,3.4217417832856336,0.4270516209428511,use_safe
legacy_bonus,goal_conflict,15,k,collect_red+avoid_blue,safe,0.5606422724570544,0.4151569300388449,0.0,3.460447411965831,0.4250776843043679,use_safe
legacy_bonus,goal_conflict,16,k,collect_red+avoid_blue,safe,0.5586261130776283,0.41573681493401793,0.0,3.4598295298316186,0.42574285330567546,use_safe
legacy_bonus,goal_conflict,17,k,collect_red+avoid_blue,safe,0.4324951467916149,0.39049969214129676,0.0,3.197848648210691,0.4212706318212727,use_safe
legacy_bonus,goal_conflict,18,k,collect_red+avoid_blue,safe,0.43200567355372266,0.39153199376193276,0.0,3.2108665033404886,0.42164883648423246,use_safe
legacy_bonus,goal_conflict,19,k,collect_red+avoid_blue,safe,0.5606422724570544,0.4151569300388449,0.0,3.460447411965831,0.4250776843043679,use_safe
legacy_bonus,goal_conflict,20,k,collect_red+avoid_blue,safe,0.4298708693107094,0.3924227582389769,0.0,3.2301515011100985,0.421366266259614,use_safe
legacy_bonus,goal_conflict,21,k,collect_red+avoid_blue,safe,0.5589652043285462,0.41557846334406606,0.0,3.455704145432648,0.4260218060150698,use_safe
legacy_bonus,goal_conflict,22,k,collect_red+avoid_blue,safe,0.6569934477622377,0.4384510275737066,0.0,3.541658034251504,0.4196348874461843,reach_fast+avoid_blue
legacy_bonus,goal_conflict,23,k,collect_red+avoid_blue,safe,0.4313878226061395,0.3917506111894037,0.0,3.21483020708806,0.4216500859317736,use_safe
legacy_bonus,goal_conflict,24,k,collect_red+avoid_blue,safe,0.5563980751222968,0.4168029290562985,0.0,3.4824268592040406,0.4238468655979657,use_safe
legacy_bonus,goal_conflict,25,k,collect_red+avoid_blue,safe,0.4306897949802435,0.39202796365860293,0.0,3.2206644277180896,0.4215844607393413,use_safe
legacy_bonus,goal_conflict,26,k,collect_red+avoid_blue,safe,0.43200567355372266,0.39153199376193276,0.0,3.2108665033404886,0.42164883648423246,use_safe
legacy_bonus,goal_conflict,27,k,collect_red+avoid_blue,safe,0.5586742364676128,0.41588950897691046,0.0,3.466732800689672,0.4249381683827247,use_safe
